id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
MAGIA01_14051,"Un día a la vez","Un día a la vez es un libro ilustrado con 365 afirmaciones, las cuales te permitirán mejorar tu dialogo interno y convertirte en tu mejor aliado para vencer las creencias limitantes y atraer resultados positivos a tu vida. Envíos a todo el país.Este producto se envía desde: BogotáRecibe este producto en: 1 - 3 laborales",https://almadelascosas.com/wp-content/uploads/2022/03/15032021-Copia-de-IMG_8691-scaled-e1647885620862.jpg,https://almadelascosas.com/producto/un-dia-a-la-vez/,"Oficina, Papelería especial, Regalos, Regalos para una amistad","Alma de las Cosas",55000COP,in stock,MAGIA01_14051,,"https://almadelascosas.com/wp-content/uploads/2022/03/15032021-Copia-de-IMG_8711-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/03/15032021-Copia-de-IMG_8700-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/03/15032021-Copia-de-IMG_8575-scaled-e1647885667251.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,55000COP,new,published,,,,,,,
FRESH NAIDI 10X10_14224,"Vela grande 500 gr Fresh Naidí","Regalar luz siempre será una buena idea, así como decorar y acompaña tus espacios y momentos de una cálida luz y una fragancia suave y dulce.  El azaí es un fruto amazónico el cual al mezclarse con las propiedades de las fragancias florales es perfecta para generar ambientes de relajación y tranquilidad. Velas hechas a base de ceras naturales de soya y coco. Envíos a todo el país.*Se entrega con: Caja, Porta vela y Postal.Tiempo de entrega: 1 a 3 días hábilesEste producto se envía desde: Bogotá",https://almadelascosas.com/wp-content/uploads/2022/03/Captura-de-Pantalla-2021-08-09-a-las-18.40.01.png,https://almadelascosas.com/producto/vela-grande-500-gr-fresh-naidi/,"Bienestar y belleza, Velas, Hogar y decoración","Alma de las Cosas",85000COP,in stock,FRESH NAIDI 10X10_14224,,"https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-03-06-at-10.15.43-AM-1.jpeg,https://almadelascosas.com/wp-content/uploads/2022/03/4.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,85000COP,new,published,,,,,,,
FRESH NAIDI 8X8_14225,"VELA FRESH NAIDÍ 200 GR.","Regalar luz siempre será una buena idea, así como decorar y acompaña tus espacios y momentos de una cálida luz y una fragancia suave y dulce.  El azaí es un fruto amazónico el cual al mezclarse con las propiedades de las fragancias florales es perfecta para generar ambientes de relajación y tranquilidad. Velas hechas a base de ceras naturales de soya y coco. Envíos a todo el país.*Se entrega con: Caja, Porta vela y Postal.Tiempo de entrega: de 1 a 3 días laboralesEste producto se envía desde: Bogotá.",https://almadelascosas.com/wp-content/uploads/2022/03/Captura-de-Pantalla-2022-03-06-a-las-10.48.17.png,https://almadelascosas.com/producto/vela-fresh-naidi-200-gr/,"Bienestar y belleza, Velas, Hogar y decoración","Alma de las Cosas",50000COP,in stock,FRESH NAIDI 8X8_14225,,"https://almadelascosas.com/wp-content/uploads/2022/03/Captura-de-Pantalla-2022-03-06-a-las-10.51.01.png,https://almadelascosas.com/wp-content/uploads/2022/03/Captura-de-Pantalla-2022-03-06-a-las-10.49.38.png,https://almadelascosas.com/wp-content/uploads/2022/03/4.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,50000COP,new,published,,,,,,,
CITRIC TEA PARTY 8X8_14236,"VELA CITRIC TEA PARTY 200 GR","Vela con fragancias cítricas tienen propiedades revitalizantes y ayudan a neutralizar el estrés. Estamos seguros que esta combinación de Té verde y mandarina se quedará siempre grabada en tu memoria. Velas hechas a base de ceras naturales de soya y coco. Envíos a todo el país.*Se entrega con: Caja, Porta vela y Postal.Tiempo de entrega: 1 a 3 días laboralesEste producto se envía desde: Bogotá.",https://almadelascosas.com/wp-content/uploads/2022/03/Captura-de-Pantalla-2022-03-06-a-las-12.33.03.png,https://almadelascosas.com/producto/vela-citric-tea-party-200-gr/,"Bienestar y belleza, Velas, Hogar y decoración","Alma de las Cosas",50000COP,in stock,CITRIC TEA PARTY 8X8_14236,,"https://almadelascosas.com/wp-content/uploads/2022/03/3.png,https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-03-06-at-12.07.36-PM.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,50000COP,new,published,,,,,,,
SWEET BOMB 8X8_14234,"VELA SWEET BOMB 200 GR.","¡Que lindo es regalar luz! Para los amantes de lo dulce, esta combinación de cereza, limón y vainilla es el toque perfecto para llenar de notas dulces tus espacios y momentos.  Fragancias como la cereza y el limón ayudan a combatir el cansancio y potenciar la concentración, mientras que la vainilla posee cualidades relajantes. Velas hechas a base de ceras naturales de soya y coco. Envíos a todo el país.*Se entrega con: Caja, Porta vela y Postal.Tiempo de entrega: de 1 a 3 días hábilesEste producto se envía desde Bogotá.",https://almadelascosas.com/wp-content/uploads/2022/03/Captura-de-Pantalla-2022-03-06-a-las-12.24.04.png,https://almadelascosas.com/producto/vela-sweet-bomb-200-gr/,"Bienestar y belleza, Velas, Hogar y decoración","Alma de las Cosas",50000COP,in stock,SWEET BOMB 8X8_14234,,"https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-03-06-at-12.07.36-PM.jpeg,https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-03-06-at-12.08.12-PM.jpeg,https://almadelascosas.com/wp-content/uploads/2022/03/1.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,50000COP,new,published,,,,,,,
CITRIC TEA PARTY 10X10_14242,"Vela grande 500gr Citric Tea Party","¡Regala Luz! Esta mezcla de té verde y mandarina es perfecta para que tus espacios estén cargados de buena energía, ya que las fragancias cítricas tienen propiedades revitalizantes y ayudan a neutralizar el estrés. Velas hechas a base de ceras naturales de soya y coco. Envíos a todo el país.*Se entrega con: Caja, Porta vela y Postal.Tiempo de entrega: 2 a 3 días laboralesEste producto se envía desde: Bogotá",https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-03-06-at-10.15.43-AM-5.jpeg,https://almadelascosas.com/producto/vela-grande-500gr-citric-tea-party/,"Bienestar y belleza, Velas, Hogar y decoración","Alma de las Cosas",85000COP,in stock,CITRIC TEA PARTY 10X10_14242,,"https://almadelascosas.com/wp-content/uploads/2022/03/Captura-de-Pantalla-2022-03-06-a-las-12.53.37.png,https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-03-06-at-1.01.22-PM.jpeg,https://almadelascosas.com/wp-content/uploads/2022/03/3.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,85000COP,new,published,,,,,,,
1152434812984_14618,"Agenda Diaria PAPELÍ - Blanca","Tu Agenda Diaria se convertirá en tu mejor herramienta de trabajo y compañera de vida, ayudándote no solo a ser más productiva, sino también más feliz. Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 1 – 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/03/Agenda_Diaria-Blanca.jpg,https://almadelascosas.com/producto/agenda-diaria-papeli-blanca/,"Accesorios, Oficina, Papelería especial","Alma de las Cosas",74900COP,in stock,1152434812984_14618,,"https://almadelascosas.com/wp-content/uploads/2022/03/blanca.png,https://almadelascosas.com/wp-content/uploads/2022/03/Adhesivo-meses.png,https://almadelascosas.com/wp-content/uploads/2022/03/Adhesivo-meses-agenda-papeli.png,https://almadelascosas.com/wp-content/uploads/2022/03/MG_1011.jpg,https://almadelascosas.com/wp-content/uploads/2022/03/MG_1019.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,74900COP,new,published,,,,,,,
E014_14593,"Jardin zen antiestres + Suculentas (Para sembrar)","Jardín zen interactivo, decorativo y anti estresante para sembrar ¿Ya sabes a quién regalárselo? Ideal para regalar a hombres o mujeres.¿Qué es un jardín Zen? Es una composición de elementos naturales situados armónicamente para promover la meditación y la calma. Se origina como escenario ideal para la meditación de los monjes budistas.Este producto se envía desde: Cajicá, Cundinamarca.Recibe este producto en: 2 – 5 días laborales",https://almadelascosas.com/wp-content/uploads/2022/03/E003-1c-scaled.jpg,https://almadelascosas.com/producto/jardin-zen-antiestres-suculentas-para-sembrar/,"Bienestar y belleza, Regalos, Regalos para un familiar, Regalos para una amistad","Alma de las Cosas",99900COP,in stock,E014_14593,,"https://almadelascosas.com/wp-content/uploads/2022/03/Jardin-Zen-antiestres-ads-feb.png,https://almadelascosas.com/wp-content/uploads/2022/03/E003-1d-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/03/20211026_172504-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,99900COP,new,published,,,,,,,
E072_14601,"Kit planeación para 1 año 🌵","Organiza tus tareas diarias y semanales para lograr las metas y propósitos personales, de trabajo y estudio.¿Por qué usar un planeador semana?1. No olvidarás ninguna reunión o tarea programada.2. Visualizarás tus semanas para no recargar ningún día.3. Equilibrarás tus metas personales, laborales y de estudio.Este producto se envía desde: Cajicá, Cundinamarca.Recibe este producto en: 2 – 5 días laborales",https://almadelascosas.com/wp-content/uploads/2022/03/20220108_144413-scaled.jpg,https://almadelascosas.com/producto/kit-planeacion-para-1-ano-%f0%9f%8c%b5/,"Accesorios, Oficina, Inicio de Año, Papelería especial","Alma de las Cosas",29900COP,in stock,E072_14601,,"https://almadelascosas.com/wp-content/uploads/2022/03/E072.jpg,https://almadelascosas.com/wp-content/uploads/2022/03/20220108_145242-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/03/20220108_145028-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/03/Esferos-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,29900COP,new,published,,,,,,,
1152434812977_14639,"Agenda Diaria PAPELÍ - Negra","Tu Agenda Diaria se convertirá en tu mejor herramienta de trabajo y compañera de vida, ayudándote no solo a ser más productiva, sino también más feliz. Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/03/Agenda_Diaria_Negra.jpg,https://almadelascosas.com/producto/agenda-diaria-papeli-negra/,"Accesorios, Oficina, Papelería especial","Alma de las Cosas",74900COP,in stock,1152434812977_14639,,"https://almadelascosas.com/wp-content/uploads/2022/03/negra.png,https://almadelascosas.com/wp-content/uploads/2022/03/Adhesivo-meses.png,https://almadelascosas.com/wp-content/uploads/2022/03/Adhesivo-meses-agenda-papeli.png,https://almadelascosas.com/wp-content/uploads/2022/03/MG_1011.jpg,https://almadelascosas.com/wp-content/uploads/2022/03/MG_1019.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,74900COP,new,published,,,,,,,
1152434812953_14636,"Agenda Diaria PAPELÍ - Violeta","Tu Agenda Diaria se convertirá en tu mejor herramienta de trabajo y compañera de vida, ayudándote no solo a ser más productiva, sino también más feliz. Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 1 – 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/03/Agenda_Diaria-Violeta.png,https://almadelascosas.com/producto/agenda-diaria-papeli-violeta/,"Accesorios, Oficina, Papelería especial","Alma de las Cosas",74900COP,in stock,1152434812953_14636,,"https://almadelascosas.com/wp-content/uploads/2022/03/VIOLETA.png,https://almadelascosas.com/wp-content/uploads/2022/03/Adhesivo-meses.png,https://almadelascosas.com/wp-content/uploads/2022/03/Adhesivo-meses-agenda-papeli.png,https://almadelascosas.com/wp-content/uploads/2022/03/MG_1011.jpg,https://almadelascosas.com/wp-content/uploads/2022/03/MG_1019.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,74900COP,new,published,,,,,,,
1152434812915_14633,"Agenda Diaria PAPELÍ - Selvaia","Tu Agenda Diaria se convertirá en tu mejor herramienta de trabajo y compañera de vida, ayudándote no solo a ser más productiva, sino también más feliz. Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 1 – 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/03/Agenda_Diaria-Selvaia.png,https://almadelascosas.com/producto/agenda-diaria-papeli-selvaia/,"Accesorios, Oficina, Papelería especial","Alma de las Cosas",74900COP,in stock,1152434812915_14633,,"https://almadelascosas.com/wp-content/uploads/2022/03/MG_1152.png,https://almadelascosas.com/wp-content/uploads/2022/03/Adhesivo-meses.png,https://almadelascosas.com/wp-content/uploads/2022/03/Adhesivo-meses-agenda-papeli.png,https://almadelascosas.com/wp-content/uploads/2022/03/MG_1011.jpg,https://almadelascosas.com/wp-content/uploads/2022/03/MG_1019.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,74900COP,new,published,,,,,,,
1152434812946_14629,"Agenda Diaria PAPELÍ - AÇAÍ","Tu Agenda Diaria se convertirá en tu mejor herramienta de trabajo y compañera de vida, ayudándote no solo a ser más productiva, sino también más feliz. Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 1 – 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/03/Agenda_Diaria-AÇAí.png,https://almadelascosas.com/producto/agenda-diaria-papeli-acai/,"Accesorios, Oficina, Papelería especial","Alma de las Cosas",74900COP,in stock,1152434812946_14629,,"https://almadelascosas.com/wp-content/uploads/2022/03/AÇAÍ-1-1.png,https://almadelascosas.com/wp-content/uploads/2022/03/Adhesivo-meses.png,https://almadelascosas.com/wp-content/uploads/2022/03/Adhesivo-meses-agenda-papeli.png,https://almadelascosas.com/wp-content/uploads/2022/03/MG_1011.jpg,https://almadelascosas.com/wp-content/uploads/2022/03/MG_1019.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,74900COP,new,published,,,,,,,
1152434812960_14626,"Agenda Diaria PAPELÍ - Aire","Tu Agenda Diaria se convertirá en tu mejor herramienta de trabajo y compañera de vida, ayudándote no solo a ser más productiva, sino también más feliz. Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 1 – 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/03/Agenda_Diaria-Aire.png,https://almadelascosas.com/producto/agenda-diaria-papeli-aire/,"Accesorios, Oficina, Papelería especial","Alma de las Cosas",74900COP,in stock,1152434812960_14626,,"https://almadelascosas.com/wp-content/uploads/2022/03/aire.png,https://almadelascosas.com/wp-content/uploads/2022/03/Adhesivo-meses.png,https://almadelascosas.com/wp-content/uploads/2022/03/Adhesivo-meses-agenda-papeli.png,https://almadelascosas.com/wp-content/uploads/2022/03/MG_1011.jpg,https://almadelascosas.com/wp-content/uploads/2022/03/MG_1019.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,74900COP,new,published,,,,,,,
1152434812922_14622,"Agenda Diaria PAPELÍ - Alegría","Tu Agenda Diaria se convertirá en tu mejor herramienta de trabajo y compañera de vida, ayudándote no solo a ser más productiva, sino también más feliz. Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 1 – 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/03/Agenda_Diaria-Alegría.png,https://almadelascosas.com/producto/agenda-diaria-papeli-alegria/,"Accesorios, Oficina, Papelería especial","Alma de las Cosas",74900COP,in stock,1152434812922_14622,,"https://almadelascosas.com/wp-content/uploads/2022/03/alegría-1.png,https://almadelascosas.com/wp-content/uploads/2022/03/Adhesivo-meses.png,https://almadelascosas.com/wp-content/uploads/2022/03/Adhesivo-meses-agenda-papeli.png,https://almadelascosas.com/wp-content/uploads/2022/03/AGENDA.png,https://almadelascosas.com/wp-content/uploads/2022/03/Finanzas.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,74900COP,new,published,,,,,,,
1152434812939_14619,"Agenda Diaria PAPELÍ - Roxi","Tu Agenda Diaria se convertirá en tu mejor herramienta de trabajo y compañera de vida, ayudándote no solo a ser más productiva, sino también más feliz. Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 1 – 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/03/Agenda_Diaria-Roxi.png,https://almadelascosas.com/producto/agenda-diaria-papeli-roxi/,"Accesorios, Oficina, Papelería especial","Alma de las Cosas",74900COP,in stock,1152434812939_14619,,"https://almadelascosas.com/wp-content/uploads/2022/03/roxi.png,https://almadelascosas.com/wp-content/uploads/2022/03/MG_1011.jpg,https://almadelascosas.com/wp-content/uploads/2022/03/Adhesivo-meses.png,https://almadelascosas.com/wp-content/uploads/2022/03/Adhesivo-meses-agenda-papeli.png,https://almadelascosas.com/wp-content/uploads/2022/03/MG_1019.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,74900COP,new,published,,,,,,,
KIT COLOREA_13566,"KIT COLOREA TU CORAZON","¿Si te dijera que puedes pintar tu corazón, de que color lo pintarías? Este kit fue creado para que tomes un momento de tu día a día y regalarte la maravillosa experiencia de conectar con el, con tu intuición y con tu alma ¿Te gustaría?Este producto se envía desde: MedellínRecibe este producto en: 1 - 4 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/IMG_6314-scaled.jpg,https://almadelascosas.com/producto/kit-colorea-tu-corazon/,"Créalo tu mismo, Para pintar, Hogar y decoración","Alma de las Cosas",65000COP,in stock,KIT COLOREA_13566,,"https://almadelascosas.com/wp-content/uploads/2022/02/IMG_6318-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/IMG_6319-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/IMG_6329-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/IMG_6335-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,65000COP,new,published,,,,,,,
MI VIAJE EMOCIONAL_14389,"Mi viaje emocional","Es una experiencia para ayudarte a trabajar las emociones y ejercicios prácticos ysencillos para crear hábitos de bienestar.¿Alguna vez has sentido ansiedad, frustración, inseguridad, rabia y no has sabido que hacercon lo que sientes? Mi viaje emocional tiene el firme propósito que aprendas ygestiones esto que te pasa. Este producto se envía desde: MedellínRecibe este producto en: 2 - 4 días laborales",https://almadelascosas.com/wp-content/uploads/2022/03/MI_VIAJE-014-scaled.jpg,https://almadelascosas.com/producto/mi-viaje-emocional/,"Bienestar y belleza, Regalos, Regalos para mí, Regalos para una amistad","Alma de las Cosas",115000COP,in stock,MI VIAJE EMOCIONAL_14389,,"https://almadelascosas.com/wp-content/uploads/2022/03/MI_VIAJE-127-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/03/MI_VIAJE-223-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/03/MI_VIAJE-181-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/03/MI_VIAJE-333-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/03/MI_VIAJE-283-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,115000COP,new,published,,,,,,,
Llamador Corazón Rafael_13799,"Llamador Corazón Rafael","Un llamador de ángeles es una esfera redonda de plata (puede variar en tamaño, color y diseño) que emite un sonido armonioso cuando es agitada como el de unas campanillas que, según la tradición, atrae y avisa a nuestro ángel guía que necesitamos de su presencia. La leyenda popular le otorga la facultad de proteger a quien lo posee y de favorecer su bienestar. 
 
 
  Este producto se envía desde: Medellín 
  Recibe este producto en: 1 -3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/llamador-rafael1.jpg,https://almadelascosas.com/producto/llamador-corazon-rafael/,"Sin categorizar","Alma de las Cosas",45000COP,in stock,Llamador Corazón Rafael_13799,,"https://almadelascosas.com/wp-content/uploads/2022/02/llamador-rafael-.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/CAJA-GENERICA.JPG-1.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Copia-de-LLAMA.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,45000COP,new,published,,,,,,,
Llamador Corazón Uriel_13804,"Llamador Corazón Uriel","Un llamador de ángeles es una esfera redonda de plata (puede variar en tamaño, color y diseño) que emite un sonido armonioso cuando es agitada como el de unas campanillas que, según la tradición, atrae y avisa a nuestro ángel guía que necesitamos de su presencia. La leyenda popular le otorga la facultad de proteger a quien lo posee y de favorecer su bienestar.Este producto se envía desde: MedellínRecibe este producto en: 1 -3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/llamador-uriel1.jpg,https://almadelascosas.com/producto/llamador-corazon-uriel/,"Joyería y bisutería, Regalos para papá y mamá, Regalos para pareja, Regalos para una amistad","Alma de las Cosas",45000COP,in stock,Llamador Corazón Uriel_13804,,"https://almadelascosas.com/wp-content/uploads/2022/02/llamador-uriel.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/CAJA-GENERICA.JPG-1.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Copia-de-LLAMA.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,45000COP,new,published,,,,,,,
Pulsera Chakras_13813,"Pulsera Chakras","El aura es un campo energético que rodea al cuerpo de cada ser humano y tiene ríos de energía llamados meridianos que nutren a cada órgano del cuerpo. Esto se suministra mediante siete vórtices de energía llamados chakras.Este producto se envía desde: MedellínRecibe este producto en: 1 -3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/CHAKRAS-1.jpg,https://almadelascosas.com/producto/pulsera-chakras/,"Joyería y bisutería, Regalos para pareja, Regalos para un familiar, Regalos para una amistad","Alma de las Cosas",27000COP,in stock,Pulsera Chakras_13813,,"https://almadelascosas.com/wp-content/uploads/2022/02/CHAKRAS-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,27000COP,new,published,,,,,,,
CE02_13975,"Kit Intenciones","Un kit para intencionar, el cual contiene 10 velas con intenciones, infusiones para acompañar el ritual, un mini bouquet floral, un frasco con fósforos para encender las velas y una libreta para escribir tus pendientes.  Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 2 - 4 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/MG-8184-e1645999402763.jpg,https://almadelascosas.com/producto/kit-intenciones/,"Regalos, Regalos para pareja, Regalos para una amistad","Alma de las Cosas",135000COP,in stock,CE02_13975,,"https://almadelascosas.com/wp-content/uploads/2022/02/MG-8205-e1645999310689.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/MG-8146-e1645999458228.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,135000COP,new,published,,,,,,,
Pulsera 7 Arcángeles_13814,"Pulsera 7 Arcángeles","Esta pulsera de los 7 arcángeles será tu compañía ideal en todo momento. Cordón de nylon tejido y piedras naturales como ágatas, amatista, onix blanco, cornalina y jade. *El color y el tamaño de las piedras pueden variar. Esta es una imagen de referencia.",https://almadelascosas.com/wp-content/uploads/2022/02/7-ARCANGELES.jpg,https://almadelascosas.com/producto/pulsera-7-arcangeles/,"Joyería y bisutería","Alma de las Cosas",27000COP,in stock,Pulsera 7 Arcángeles_13814,,"https://almadelascosas.com/wp-content/uploads/2022/02/7-ARCAN.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,27000COP,new,published,,,,,,,
CMPMPrim3_14267,"Caja de regalo Primavera","El arte de regalar objetos que permitan convertir una casa en un hogar lleno de confort, calma y deliciosos aromas. Con esta cajita, lúcete al darle a aquella persona que más quieres la bienvenida a su hogar, su contenido hará de los espacios algo ameno.Este producto se envía desde: MedellínRecibe este producto en: 3 - 5 días laborales",https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-02-26-at-10.37.11-1.jpeg,https://almadelascosas.com/producto/caja-de-regalo-primavera/,"Mes de la Mujer, Regalos, Regalos para una amistad","Alma de las Cosas",215500COP,in stock,CMPMPrim3_14267,,"https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-02-26-at-10.37.11.jpeg,https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-02-26-at-10.37.12.jpeg,https://almadelascosas.com/wp-content/uploads/2022/02/MEDIANA-MADERA-2.jpeg,https://almadelascosas.com/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-26-at-16.58.53.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,215500COP,new,published,,,,,,,
CGCECao5_14262,"Caja de regalo Caoba","Toda la femineidad de la mujer expresada en la belleza de nuestra caja Caoba. Ideal para cualquier ocasión en que desees sorprender a una mujer especial, con una mezcla de productos de cuidado facial que le permitirán tomarse un descanso de amor propio. Este producto se envía desde: MedellínRecibe este producto en: 3 - 5 días laborales",https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-03-06-at-16.27.19.jpeg,https://almadelascosas.com/producto/caja-de-regalo-caoba/,"Mes de la Mujer, Bienestar y belleza, Velas, Regalos, Regalos para mí, Regalos para un familiar, Regalos para una amistad","Alma de las Cosas",225000COP,in stock,CGCECao5_14262,,"https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-03-06-at-16.27.20.jpeg,https://almadelascosas.com/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-26-at-10.37.07.jpeg,https://almadelascosas.com/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-26-at-10.37.08.jpeg,https://almadelascosas.com/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-26-at-16.58.53.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,225000COP,new,published,,,,,,,
CMPMEmm3_14270,"Caja de regalo Emma","¡Es increíble cómo alguien tan pequeño puede mover el corazón para que sienta un amor gigante! ¿Recibiste buenas noticias? Celebra la vida con nuestra caja de regalo Emma, ideal para babyshowers o la llegada de un bebé. Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 3 - 5 días laborales",https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-02-26-at-10.37.02-1.jpeg,https://almadelascosas.com/producto/caja-de-regalo-emma/,"Amigurumis de colección, Niños y bebés, Juguetes, Regalos, Regalos para niños y niñas","Alma de las Cosas",190000COP,in stock,CMPMEmm3_14270,,"https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-02-26-at-10.37.02.jpeg,https://almadelascosas.com/wp-content/uploads/2022/02/MEDIANA-MADERA-2.jpeg,https://almadelascosas.com/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-26-at-16.58.53.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,190000COP,new,published,,,,,,,
CPCEBeau3_14275,"Caja de regalo Beaute","Nuestra intención es bridarte las herramientas para que regales nuevos hábitos, hábitos que le permitan a esa persona sentirse bien consigo misma, hábitos que le permitan dedicarse un tiempo de cuidado. Esta cajita es perfecta para que le des la oportunidad a la persona que amas, de iniciar un camino lleno de momentos de amor propio, pues en ella está toda la magia de una rutina perfecta de skincare.Este producto se envía desde: MedellínRecibe este producto en: 3 - 5 días laborales",https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-02-26-at-10.37.03-1.jpeg,https://almadelascosas.com/producto/caja-de-regalo-beaute/,"Mes de la Mujer, Bienestar y belleza, Regalos, Regalos para mí, Regalos para pareja, Regalos para una amistad","Alma de las Cosas",120000COP,in stock,CPCEBeau3_14275,,"https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-02-26-at-10.37.04.jpeg,https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-02-26-at-10.37.04-1.jpeg,https://almadelascosas.com/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-26-at-16.58.53.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,120000COP,new,published,,,,,,,
