id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
T001_13255,"Terrario para sembrar + 4 Suculentas","Regala una experiencia de siembra y conexión con la naturaleza mediante este terrario o mini ecosistema para sembrar en casa. Ideal para cualquier ocasión. Envíos a todo el país.Este producto se envía desde: Cajicá, Cundinamarca.Recibe este producto en: 2 – 5 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/t001-scaled.jpg,https://almadelascosas.com/producto/terrario-para-sembrar-4-suculentas/,"Créalo tu mismo, Hogar y decoración, Regalos, Regalos para mí, Regalos para una amistad","Alma de las Cosas",59900COP,in stock,T001_13255,,"https://almadelascosas.com/wp-content/uploads/2022/02/T001-5-1-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/T001-1-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Terrario-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/T001-2-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,59900COP,new,published,,,,,,,
diarioamoryveg_13316,"Diario de Amor Propio","Es un diario que te ayudará a fortalecer tu Autoestima, contiene actividades y herramientas prácticas que te servirán para mejorar tu relación contigo. En el interior del diario encontrarás un QR con videos complementarios que te servirán de guía en tu proceso de amarte mejor.Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/diariodeamorpropio.jpg,https://almadelascosas.com/producto/diario-de-amor-propio/,"San Valentín, Bienestar y belleza, Inicio de Año, Papelería especial, Regalos para mí, Regalos para un familiar","Alma de las Cosas",50000COP,in stock,diarioamoryveg_13316,,"https://almadelascosas.com/wp-content/uploads/2022/02/JC20314.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/DiarioAmorInt.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/DiarioAmorportada.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/DIarioAmorEscribir.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,50000COP,new,published,,,,,,,
niñosyveg_13296,"Oráculo de Gratitud y Mindfulness para Niños","Contiene 36 cartas didácticas y una guía digital que te ayudarán a cultivar la Gratitud, el Autoestima y el Bienestar en los niños.Los pequeños del hogar podrán jugar, reflexionar y aprender al mismo tiempo, ayudando a estimular su cerebro y a mejorar sus habilidades de autoconocimiento, relacionamiento y comunicación a través de preguntas, dibujos y actividades prácticas.Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/gratitud-y-mindfulness-ninos-1-1.jpg,https://almadelascosas.com/producto/oraculo-de-gratitud-para-ninos/,"Inicio de Año, Niños y bebés, Juguetes, Educativos, Regalos para niños y niñas","Alma de las Cosas",65000COP,in stock,niñosyveg_13296,,"https://almadelascosas.com/wp-content/uploads/2022/02/gratitud-y-mindfulness-ninos-4-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Foto-21-11-21-5-28-10-p.m.-1-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Foto-21-11-21-5-28-11-p.m.-3-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Foto-21-11-21-5-28-07-p.m.-2-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Foto-21-11-21-5-28-08-p.m.-2-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,65000COP,new,published,,,,,,,
Kit hacer picnic y fondue_13199,"Kit hacer picnic y fondue","Sí, así como en las películas! Vive una de las tardes más memorables junto a esa persona especial con este kit de picnic que incluye todo lo necesario para compartir juntos una tarde única. Incluye fondue de chocolate con todos los elementos necesarios. Envíos a todo el país.Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/Kit_para_picnic_alma_de_las_cosas_2.jpg,https://almadelascosas.com/producto/kit-hacer-picnic-y-fondue/,"Mes de la Mujer, Regalos San Valentín, San Valentín","Alma de las Cosas",295000COP,in stock,Kit hacer picnic y fondue_13199,,"https://almadelascosas.com/wp-content/uploads/2022/02/Kit_para_picnic_alma_de_las_cosas_3.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Kit_para_picnic_alma_de_las_cosas.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Kit_para_picnic_alma_de_las_cosas_5.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Kit_para_picnic_alma_de_las_cosas_6.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,295000COP,new,published,,,,,,,
VBG_13044,"Vela bienestar grande","Vela con aroma decorada con macramé y flores. Viene en una cajita hermosa y además trae un cuarzo que representa el amor incondicional y paz infinita.Diámetro: 9cmAlto: 9cm",https://almadelascosas.com/wp-content/uploads/2022/02/IMG_0851-scaled-e1644243756813.jpg,https://almadelascosas.com/producto/vela-bienestar-grande-edicion-san-valentin/,"Mes de la Mujer, Regalos San Valentín, San Valentín, Bienestar y belleza, Velas, Hogar y decoración, Regalos, Regalos para papá y mamá, Regalos para pareja","Alma de las Cosas",65000COP,in stock,VBG_13044,,"https://almadelascosas.com/wp-content/uploads/2022/02/san-valentin-vela-somosconsiente08.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/1ff4e58b-3067-461d-95b2-871933036bea.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/b3a8a471-7528-476a-b047-2cfa5ba03422.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/dd3b70b7-332f-4033-a840-a4c18161bc23.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/f7e663c5-f2d4-448d-85fd-459d8c204700.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,65000COP,new,published,,,,,,,
VBP_13045,"Vela bienestar pequeña","Vela pequeña con aroma decorada con macramé y flores. Viene en una cajita hermosa y además trae un cuarzo que representa el amor incondicional y paz infinita.Dimensiones:Diámetro: 6,5cmAlto: 8cmEste producto se envía desde: MedellínRecibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/IMG_4644-scaled.jpg,https://almadelascosas.com/producto/vela-bienestar-pequena-edicion-san-valentin/,"Mes de la Mujer, Regalos San Valentín, San Valentín, Bienestar y belleza, Velas, Hogar y decoración, Regalos","Alma de las Cosas",50000COP,in stock,VBP_13045,,"https://almadelascosas.com/wp-content/uploads/2022/02/IMG_4639-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/IMG_5155-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/IMG_4640-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/IMG_5159-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,50000COP,new,published,,,,,,,
COB12_13164,"Cajax12- ChocObsessed🍫","Emprende un viaje por el brillante mundo de los macarons franceses con esta caja donde podrás probar todos los sabores chocolatudos de Donma!  La caja contiene 12 unidades surtidas de deliciosos crujientes macarons. Envíos a todo el país.Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/IMG_8802-scaled-e1646229571870.jpg,https://almadelascosas.com/producto/cajax12-chocobsessed%f0%9f%8d%ab/,"Mes de la Mujer, Repostería especial y bebidas, Galletas, Repostería para eventos","Alma de las Cosas",66000COP,in stock,COB12_13164,,"https://almadelascosas.com/wp-content/uploads/2022/02/IMG_8803-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/IMG_8741-Editar-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Donma-branding-by-stay-hungry-studio-10.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,66000COP,new,published,,,,,,,
COB6_13159,"Cajax6- ChocObsessed🍫","Emprende un viaje por el brillante mundo de los Macarons franceses con esta caja donde podrás probar todos los sabores chocolatudos de Donma!  La caja contiene 6 unidades surtidas de deliciosos crujientes Macarons. Envíos a todo el país.Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/Cajax6-Chocobs-scaled-e1646229036402.jpg,https://almadelascosas.com/producto/cajax6-chocobsessed%f0%9f%8d%ab/,"Mes de la Mujer, Repostería especial y bebidas, Galletas, Repostería para eventos","Alma de las Cosas",36000COP,in stock,COB6_13159,,"https://almadelascosas.com/wp-content/uploads/2022/02/IMG_8741-Editar-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Donma-branding-by-stay-hungry-studio-10.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,36000COP,new,published,,,,,,,
CFD12_13154,"Cajax12- Favoritos Donma👁️","Emprende un viaje por el brillante mundo de los macarons franceses con esta caja donde podrás probar todos los sabores favoritos de Donma!  La caja contiene 12 unidades surtidas de deliciosos crujientes macarons.",https://almadelascosas.com/wp-content/uploads/2022/02/IMG_8808-scaled-e1644242715868.jpg,https://almadelascosas.com/producto/cajax12-favoritos-donma/,"Mes de la Mujer, Repostería San Valentín, Galletas, Repostería para eventos","Alma de las Cosas",66000COP,in stock,CFD12_13154,,"https://almadelascosas.com/wp-content/uploads/2022/02/cajax12-favoritos.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/IMG_8789-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Donma-branding-by-stay-hungry-studio-10.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,66000COP,new,published,,,,,,,
CFD6_13151,"Cajax6- Favoritos Donma👁️","Emprende un viaje por el brillante mundo de los macarons franceses con esta caja donde podrás probar todos los sabores favoritos de Donma!  La caja contiene 6 unidades surtidas de deliciosos crujientes macarons. Envíos a todo el país.Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/Cajax6-favoritos2.jpg,https://almadelascosas.com/producto/cajax6-favoritos-donma%f0%9f%91%81%ef%b8%8f/,"Mes de la Mujer, Repostería especial y bebidas, Galletas, Repostería para eventos","Alma de las Cosas",36000COP,in stock,CFD6_13151,,"https://almadelascosas.com/wp-content/uploads/2022/02/Cajax6-favoritos-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/IMG_8789-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Donma-branding-by-stay-hungry-studio-10.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,36000COP,new,published,,,,,,,
JMM_13146,"Jar Mini Macs✨","¡Pequeños bites de felicidad! Mini macarons de aprox 2-2,5 cm de diámetro. Tarro de 450 ml lleno de sabor. Envíos a todo el país.Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/Jar-minis-scaled-e1646232299891.jpg,https://almadelascosas.com/producto/jar-mini-macs%e2%9c%a8/,"Mes de la Mujer, Repostería especial y bebidas, Galletas","Alma de las Cosas",41000COP,in stock,JMM_13146,,"https://almadelascosas.com/wp-content/uploads/2022/02/IMG_8823-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/IMG_3732-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,41000COP,new,published,,,,,,,
CAM_13128,"Cajax12- All the Magic🌈","Emprende un viaje por el brillante mundo de los macarons franceses con esta caja donde podrás probar todos los sabores! La caja contiene 12 unidades surtidas de deliciosos y crujientes macarons. Envíos a todo el país.Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/Cajax12.png,https://almadelascosas.com/producto/cajax12-all-the-magic%f0%9f%8c%88/,"Mes de la Mujer, Repostería especial y bebidas, Galletas, Repostería para eventos","Alma de las Cosas",66000COP,in stock,CAM_13128,,"https://almadelascosas.com/wp-content/uploads/2022/02/IMG_8794-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Donma-branding-by-stay-hungry-studio-10.png,https://almadelascosas.com/wp-content/uploads/2022/02/IMG_8783-Editar-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,66000COP,new,published,,,,,,,
31363_13083,"SET COLLAR x 3 MY VALENTINE","Collar elaborado con cadenas con baño de oro, dijes en zamak con baño de oro y broches en acero inoxidable. Incluye aretes tipo topos con poste antialérgico y baño de oro. Envíos a todo el país.Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/SET_COLLAR_3_MY_VALENTINE.jpg,https://almadelascosas.com/producto/set-collar-x-3-my-valentine/,"Accesorios San Valentín, Accesorios, Joyería y bisutería","Alma de las Cosas",56900COP,in stock,31363_13083,,"https://almadelascosas.com/wp-content/uploads/2022/02/C056297.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/C056297-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,56900COP,new,published,,,,,,,
52133_13079,"MULTIUSOS LOVE","Multiusos elaborado en cadena con baño de oro, dijes en zamak con baño de oro y pintados a mano y broches en acero inoxidable. * Lo puedes usar con tus gafas o tapabocas. Como pulsera o collar.. Envíos a todo el país.Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/MULTIUSOS_LOVE_143b1bb3-ad0f-4858-9553-01433c1bc3a6.jpg,https://almadelascosas.com/producto/multiusos-love/,"Accesorios San Valentín, Mes de la Mujer, Accesorios, Joyería y bisutería","Alma de las Cosas",39900COP,in stock,52133_13079,,"https://almadelascosas.com/wp-content/uploads/2022/02/MULTIUSOS_LOVE_143b1bb3-ad0f-4858-9553-01433cbc3a6.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,39900COP,new,published,,,,,,,
71119_13076,"EAR PARTY LOVE","Aretes tipo candonga en zamak con baño de oro y poste antialérgico. No necesitas perforación en la parte media de la oreja para usar los earcuff. Los aretes si necesitan. Envíos a todo el país.Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/EARPARTY_LOVE.jpg,https://almadelascosas.com/producto/ear-party-love/,"Accesorios San Valentín, Mes de la Mujer, Accesorios, Joyería y bisutería","Alma de las Cosas",39900COP,in stock,71119_13076,,"https://almadelascosas.com/wp-content/uploads/2022/02/EARPARTY_LOVE_2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,39900COP,new,published,,,,,,,
32524_13073,"CADENA CORAZON + PERLA","Cadena con baño de oro, dije en zamak con baño de oro e incrustación de perla de vidrio y broche en acero inoxidable. Incluye aretes tipo topos con poste antialérgico. Envíos a todo el país.Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/cadenitapagina-scaled.jpg,https://almadelascosas.com/producto/cadena-corazon-perla/,"Accesorios San Valentín, Mes de la Mujer, Accesorios, Joyería y bisutería","Alma de las Cosas",34900COP,in stock,32524_13073,,"https://almadelascosas.com/wp-content/uploads/2022/02/C056750_727affdc-76a0-45e8-a7cc-019e9557530d.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,34900COP,new,published,,,,,,,
32525_13071,"CADENA AMOR Y PROTECCION","Cadena con baño de oro, dije en zamak con baño de oro y pintado a mano y broche en acero inoxidable. Incluye aretes tipo topos con poste antialérgico y baño de oro. Envío a todo el país.Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/CadenaOjitopwpw.jpg,https://almadelascosas.com/producto/cadena-amor-y-proteccion/,"Accesorios San Valentín, Mes de la Mujer, Accesorios, Joyería y bisutería","Alma de las Cosas",34900COP,in stock,32525_13071,,"https://almadelascosas.com/wp-content/uploads/2022/02/C056750_727affdc-76a0-45e8-a7cc-019e9557530d.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,34900COP,new,published,,,,,,,
32526_13069,"CADENA RED LOVE","Cadena con baño de oro, dije en zamak con baño de oro y pintado a mano y broche en acero inoxidable. Incluye aretes tipo topos con poste antialérgico y baño de oro. Envío a todo el país.Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/MG_6814-Edit.jpg,https://almadelascosas.com/producto/cadena-red-love/,"Accesorios San Valentín, Mes de la Mujer, Accesorios, Joyería y bisutería","Alma de las Cosas",34900COP,in stock,32526_13069,,"https://almadelascosas.com/wp-content/uploads/2022/02/C056750_727affdc-76a0-45e8-a7cc-019e9557530d.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,34900COP,new,published,,,,,,,
Kit de picnic con fondue_13011,"Kit de picnic con fondue","Sí, así como en las películas! Vive una de las tardes más memorables junto a esa persona especial con este kit de picnic que incluye todo lo necesario para compartir juntos una tarde única. Incluye fondue de chocolate con todos los elementos necesarios. Envíos a todo el país.Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/Kit_para_picnic_alma_de_las_cosas_3.jpg,https://almadelascosas.com/producto/kit-de-picnic-con-fondue/,"Día sin IVA, Regalos San Valentín, San Valentín, Regalos para pareja","Alma de las Cosas",295000COP,in stock,Kit de picnic con fondue_13011,,"https://almadelascosas.com/wp-content/uploads/2022/02/Kit_para_picnic_alma_de_las_cosas_2.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Kit_para_picnic_alma_de_las_cosas.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Kit_para_picnic_alma_de_las_cosas_6.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Kit_para_picnic_alma_de_las_cosas_5.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Kit_para_picnic_alma_de_las_cosas_4.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,295000COP,new,published,,,,,,,
Kit vino y fotos para compartir_13003,"Kit vino y fotos para compartir","Imagina que estas en un lugar tranquilo con esa persona especial disfrutando de un buen vino y recordando esos momentos tan especiales que han vivido juntos, con este kit puedes hacer eso realidad. Personaliza el tuyo con tus 30 fotos más especiales de esos momentos que les dio tanta felicidad. Envíos a todo el país. 
 
  Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/Kit_vino_para_compartir_alma_de_las_cosas_10-1.jpg,https://almadelascosas.com/producto/kit-vino-y-fotos-para-compartir/,"Día sin IVA, Mes de la Mujer, Regalos San Valentín, San Valentín, Regalos, Regalos para pareja","Alma de las Cosas",156000COP,in stock,Kit vino y fotos para compartir_13003,,"https://almadelascosas.com/wp-content/uploads/2022/02/Kit_compartir_vino_alma_de_las_cosas_2.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Kit_compartir_vino_alma_de_las_cosas.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Kit_compartir_vino_alma_de_las_cosas_3.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Kit_compartir_vino_alma_de_las_cosas_5.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,156000COP,new,published,,,,,,,
Kit de cine - Muchas películas juntos_12996,"Kit de cine - Muchas películas juntos","No hay mejor plan que disfrutar de maratones de películas junto a esa persona especial. Hemos creado este kit para que ese plan sea más divertido aún. Este kit es un juego de suerte para seleccionar el género de película que se va a ver y por su puesto que no falten las Palomitas de maíz. Envíos a todo el país.Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/Kit_de_cine_basico_alma_de_las_cosas.jpg,https://almadelascosas.com/producto/kit-de-cine-muchas-peliculas-juntos/,"Día del Hombre, Día sin IVA, Regalos San Valentín, San Valentín, Regalos, Regalos para pareja","Alma de las Cosas",45500COP,in stock,Kit de cine - Muchas películas juntos_12996,,"https://almadelascosas.com/wp-content/uploads/2022/02/Kit_de_cine_basico_alma_de_las_cosas_2.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Kit_de_cine_basico_alma_de_las_cosas_4.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Kit_de_cine_basico_alma_de_las_cosas_3.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Sin-titulo-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,45500COP,new,published,,,,,,,
CE01_12917,"Kit Celebrarte","Una opción ideal para sorprender a alguien especial. La persona que reciba esta caja podrá disfrutar de una barra de chocolate con el 58% de cacao y deleitarse con unos mini Stroop Wafles estilo holandés, a su vez disfrutará de el aroma de la vela artesanal y de las propiedades del jabón de arcilla blanca no sin antes apreciar el mini bouquet floral.Este producto se envía desde: MedellínRecibe esté producto en: 2 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/01/MG-7699.jpg,https://almadelascosas.com/producto/kit-celebrarte/,"Mes de la Mujer, Regalos San Valentín, San Valentín, Regalos, Regalos para pareja, Regalos para una amistad","Alma de las Cosas",112000COP,in stock,CE01_12917,,"https://almadelascosas.com/wp-content/uploads/2022/01/MG-8105.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,112000COP,new,published,,,,,,,
JM_tableromatematico_10510,"Tablero Matemático con Fichas","Una forma divertida de empezar a enseñarle a nuestros chiquitos los números en español, en inglés y algunas operaciones matemáticas sencillas. ¡Qué mejor que aprender jugando! Envíos a todo el país. 
 
  Este producto se envía desde: Bogotá 
  Recibe este producto en: 2 – 4 días laborales 
  Recomendaciones: para niños mayores de 2 años",https://almadelascosas.com/wp-content/uploads/2021/10/6EEAD315-B011-4471-90CA-0069705C0BBA.jpg,https://almadelascosas.com/producto/tablero-matematico/,"Juguetes, Educativos, Regalos para niños y niñas","Alma de las Cosas",58000COP,in stock,JM_tableromatematico_10510,,"https://almadelascosas.com/wp-content/uploads/2021/10/B4F275AA-89BF-404C-BFEE-3D4FF7D8B6EA.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,58000COP,new,published,,,,,,,
JM_juegodemartillaryencajar_10517,"Juego de martillar y encajar","Hemos creado este producto para nuestros niños que ayuda a desarrollar la motricidad fina, a reconocer e identificar los números favoreciendo el aprendizaje matemático. Es un primer acercamiento para que aprendan a leer el reloj y formar muchas más habilidades a través de la diversión. Envíos a todo el país. 
 
  Este producto se envía desde: Bogotá 
  Recibe este producto en: 2 - 4 días laborales 
  Recomendaciones: para niños mayores de 2 años",https://almadelascosas.com/wp-content/uploads/2021/10/C23A47AB-5DFC-40D2-B8CC-DD2D3312961F-e1638137763127.jpg,https://almadelascosas.com/producto/juego-de-martillar-y-encajar/,"Sin categorizar, Juguetes, Educativos, Regalos para niños y niñas","Alma de las Cosas",85000COP,in stock,JM_juegodemartillaryencajar_10517,,"https://almadelascosas.com/wp-content/uploads/2021/10/B0F9F9E6-6448-4472-9090-015480E15496.jpg,https://almadelascosas.com/wp-content/uploads/2021/10/4877554c-6f49-45a1-901e-03df37bd3003.jpg,https://almadelascosas.com/wp-content/uploads/2021/10/1A5671A1-374E-4416-8894-19A5404DB40F.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,85000COP,new,published,,,,,,,
jirafa gigante_11204,"Amelia la Jirafa - Tejido amigurumi","Amelia la jirafa amigurumi será tu amiga especial, para acompañarte en muchas aventuras increíbles. Su tamaño grande es perfecto para ser tu compañía perfecta de abrazos. 
 
  El producto se teje bajo pedido con anticipación y toma 5 días hábiles o menos. 
  Este producto se envía desde: Medellín.",https://almadelascosas.com/wp-content/uploads/2021/11/IMG_0164-scaled.jpg,https://almadelascosas.com/producto/amelia-la-jirafa-tejido-amigurumi/,"Amigurumis de colección, Juguetes, Regalos para niños y niñas","Alma de las Cosas",220000COP,in stock,jirafa gigante_11204,,"https://almadelascosas.com/wp-content/uploads/2021/11/IMG_0166-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2021/11/IMG_0176-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2021/11/IMG_0168-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2021/11/IMG_0171-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,220000COP,new,published,,,,,,,
osito café_11181,"Hans el oso - Tejido amigurumi","Hans el oso se cansó del frío de los bosques y se fue a vivir a una pequeña ciudad a vender falafel y hacer amigos. Envíos a todo el país.Recibe este producto en: 3 - 5 días laboralesEste producto se envía desde: MedellínIncluye su ropita: gorro, chaleco y bufanda.",https://almadelascosas.com/wp-content/uploads/2021/11/IMG_0043-scaled.jpg,https://almadelascosas.com/producto/hans-el-oso-tejido-amigurumi/,"Arte y colección, Niños y bebés, Juguetes, Regalos para niños y niñas","Alma de las Cosas",140000COP,in stock,osito café_11181,,"https://almadelascosas.com/wp-content/uploads/2021/11/IMG_0050-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2021/11/IMG_0054-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2021/11/IMG_0044-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,140000COP,new,published,,,,,,,
conejita arcoiris 38 cm_10729,"Coneja Arcoíris Bordada a Mano","¡Hola amigos soy una conejita arcoíris! Soy amorosa y tierna, me encanta dar abrazos y mi cuerpo es suave y blando. Una conejita bordada a mano con mucho amor para ser el mejor amigo de tu pequeñ@. Envíos a todo el país. 
 
  Este producto se envía desde: Medellín 
  Recibe este producto en: 3 – 5 días laborales",https://almadelascosas.com/wp-content/uploads/2021/10/IMG_20210907_103545-02-01-scaled.jpeg,https://almadelascosas.com/producto/coneja-arcoiris-bordado-a-mano/,"Juguetes, Regalos para niños y niñas","Alma de las Cosas",83000COP,in stock,conejita arcoiris 38 cm_10729,,"https://almadelascosas.com/wp-content/uploads/2021/10/IMG_20210907_103503-02-01-scaled.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,83000COP,new,published,,,,,,,
Kit Para Preparar Vino Caliente_11042,"Kit Preparar Vino Caliente","¡Este kit se sentirá como un cálido abrazo! Este kit premium será perfecto para regalarte o regalar a alguien especial una experiencia deliciosa de preparar vino caliente en casa. ¿Conoces a alguien que disfruta siempre de un buen vino? ¡Este es el kit ideal! Envío a todo el país.Recibe este producto en el resto del país en: 2 a 3 días hábiles",https://almadelascosas.com/wp-content/uploads/2022/02/Kit_de_vino_caliente_alma_de_las_cosas_regalos_2.jpg,https://almadelascosas.com/producto/kit-para-preparar-vino-caliente/,"Black Friday, Día del Hombre, Día sin IVA, Mes de la Mujer, Regalos, Regalos San Valentín, San Valentín, Regalos, Regalos para papá y mamá, Regalos para pareja, Regalos para un familiar, Regalos para una amistad","Alma de las Cosas",115000COP,in stock,Kit Para Preparar Vino Caliente_11042,,"https://almadelascosas.com/wp-content/uploads/2022/02/Kit_de_vino_caliente_alma_de_las_cosas_regalos_4.jpg,https://almadelascosas.com/wp-content/uploads/2021/11/Kit_vino_caliente_alma_de_las_cosas_3.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Kit_de_vino_caliente_alma_de_las_cosas_regalos_3.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Kit_de_vino_caliente_alma_de_las_cosas_regalos_5.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,115000COP,new,published,,,,,,,
